"","id_member","fecha_compra","gasto","store","nps"
"120",1272,2020-01-03,151,"tienda_5"," "
"121",2271,2020-01-03,155,"tienda_2","10"
"122",2271,2020-01-03,123,"tienda_4"," "
"123",1542,2020-01-03,155,"tienda_1"," "
"124",2163,2020-01-03,155,"tienda_5"," "
"125",2217,2020-01-03,175,"tienda_2","9"
"126",1002,2020-01-03,163,"tienda_1","8"
"127",1434,2020-01-03,163,"tienda_2","10"
"128",1056,2020-01-03,151,"tienda_4"," "
"129",1326,2020-01-03,171,"tienda_3","9"
"130",813,2020-01-03,155,"tienda_1","6"
"131",1029,2020-01-03,143,"tienda_5","6"
"132",1704,2020-01-03,175,"tienda_5"," "
"133",975,2020-01-03,159,"tienda_1"," "
"134",1110,2020-01-03,163,"tienda_2","5"
"135",2055,2020-01-03,127,"tienda_5","7"
"136",2379,2020-01-03,159,"tienda_1","7"
"137",435,2020-01-03,139,"tienda_1","10"
"138",678,2020-01-03,115,"tienda_4"," "
"139",921,2020-01-03,171,"tienda_1"," "
"140",2298,2020-01-03,111,"tienda_4","5"
"141",1029,2020-01-03,227,"tienda_3","5"
"142",1947,2020-01-03,167,"tienda_1"," "
"143",1650,2020-01-03,147,"tienda_2","6"
"144",1704,2020-01-03,163,"tienda_4","7"
"145",1299,2020-01-03,155,"tienda_5","8"
"146",2028,2020-01-03,167,"tienda_2","7"
"147",975,2020-01-03,267,"tienda_1","5"
"148",2271,2020-01-03,111,"tienda_1","9"
"149",1488,2020-01-03,255,"tienda_5","9"
"150",1002,2020-01-04,59,"tienda_2","5"
"151",1569,2020-01-04,74,"tienda_1"," "
"152",2352,2020-01-04,38,"tienda_2"," "
"153",570,2020-01-04,44,"tienda_4","6"
"154",1920,2020-01-04,35,"tienda_3","10"
"155",1947,2020-01-04,56,"tienda_5","6"
"156",1380,2020-01-04,50,"tienda_2","5"
"157",2136,2020-01-04,175,"tienda_2","10"
"158",1029,2020-01-04,147,"tienda_1","10"
"159",1623,2020-01-04,119,"tienda_1"," "
"160",1569,2020-01-04,143,"tienda_1","7"
"161",1785,2020-01-04,163,"tienda_4","5"
"162",2352,2020-01-04,171,"tienda_2","7"
"163",1110,2020-01-04,115,"tienda_2","5"
"164",1029,2020-01-04,163,"tienda_2","10"
"165",543,2020-01-04,127,"tienda_2","9"
"166",651,2020-01-04,163,"tienda_4","7"
"167",867,2020-01-04,175,"tienda_3","7"
"168",1029,2020-01-04,111,"tienda_2","5"
"169",1029,2020-01-04,159,"tienda_4"," "
"170",1110,2020-01-04,127,"tienda_3","10"
"171",894,2020-01-04,211,"tienda_5","9"
"172",1326,2020-01-04,167,"tienda_4","6"
"173",1623,2020-01-04,199,"tienda_2","5"
"174",2379,2020-01-04,115,"tienda_3","9"
"175",1758,2020-01-04,127,"tienda_1","5"
"176",1218,2020-01-04,203,"tienda_5","10"
"177",1029,2020-01-04,99,"tienda_3","8"
"178",597,2020-01-04,123,"tienda_4"," "
"179",1434,2020-01-04,207,"tienda_3"," "
"180",786,2020-01-04,159,"tienda_2","10"
"181",1326,2020-01-04,119,"tienda_1","6"
"182",651,2020-01-04,251,"tienda_2"," "
"183",678,2020-01-04,255,"tienda_5","7"
"184",2406,2020-01-04,203,"tienda_4","6"
"185",2190,2020-01-04,215,"tienda_1","10"
"186",1434,2020-01-04,231,"tienda_5","7"
"187",435,2020-01-04,151,"tienda_1"," "
"188",1839,2020-01-04,203,"tienda_5","10"
"189",1812,2020-01-04,191,"tienda_5","10"
"190",2028,2020-01-04,235,"tienda_4","9"
"191",1110,2020-01-04,263,"tienda_5","9"
"192",1407,2020-01-05,83,"tienda_2"," "
"193",2352,2020-01-05,74,"tienda_1","9"
"194",1407,2020-01-05,62,"tienda_5","5"
"195",597,2020-01-05,62,"tienda_2","10"
"196",1731,2020-01-05,44,"tienda_1","6"
"197",624,2020-01-05,80,"tienda_5"," "
"198",1866,2020-01-05,44,"tienda_2","5"
"199",2163,2020-01-05,50,"tienda_5"," "
"200",732,2020-01-05,47,"tienda_2"," "
"201",1137,2020-01-05,53,"tienda_4","7"
"202",570,2020-01-05,38,"tienda_2","7"
"203",1110,2020-01-05,44,"tienda_2","7"
"204",786,2020-01-05,53,"tienda_3","9"
"205",2190,2020-01-05,74,"tienda_3","7"
"206",1461,2020-01-05,143,"tienda_3","6"
"207",1893,2020-01-05,131,"tienda_5","9"
"208",2109,2020-01-05,123,"tienda_4","9"
"209",2271,2020-01-05,123,"tienda_1","10"
"210",1407,2020-01-05,123,"tienda_3","9"
"211",1920,2020-01-05,163,"tienda_1","7"
"212",435,2020-01-05,163,"tienda_3"," "
"213",435,2020-01-05,103,"tienda_5","7"
"214",1110,2020-01-05,135,"tienda_1","8"
"215",435,2020-01-05,151,"tienda_1","10"
"216",894,2020-01-05,175,"tienda_1","7"
"217",894,2020-01-05,163,"tienda_1","9"
"218",1542,2020-01-05,167,"tienda_5","10"
"219",1083,2020-01-05,127,"tienda_1"," "
"220",1380,2020-01-05,131,"tienda_1","10"
"221",2055,2020-01-05,103,"tienda_2","6"
"222",867,2020-01-05,127,"tienda_5","10"
"223",894,2020-01-05,143,"tienda_5","10"
"224",1299,2020-01-05,115,"tienda_2","10"
"225",1866,2020-01-05,175,"tienda_4","10"
"226",2082,2020-01-05,115,"tienda_1","10"
"227",516,2020-01-05,119,"tienda_4","10"
"228",2271,2020-01-05,111,"tienda_5","10"
"229",462,2020-01-05,175,"tienda_4","10"
"230",1623,2020-01-05,143,"tienda_3","7"
"231",2136,2020-01-05,219,"tienda_5","10"
"232",462,2020-01-05,259,"tienda_3","10"
"233",1623,2020-01-05,227,"tienda_3","9"
"234",975,2020-01-05,191,"tienda_2","10"
"235",1110,2020-01-05,207,"tienda_5","8"
"236",2271,2020-01-05,175,"tienda_5","7"
"237",1731,2020-01-05,259,"tienda_1","10"
"238",489,2020-01-05,183,"tienda_5","6"
"239",1488,2020-01-05,191,"tienda_2","10"
"240",1812,2020-01-05,247,"tienda_4"," "
"241",1920,2020-01-05,231,"tienda_4","7"
"242",1056,2020-01-05,255,"tienda_5"," "
"243",1866,2020-01-05,99,"tienda_2"," "
"244",1596,2020-01-05,123,"tienda_1","10"
"245",732,2020-01-06,74,"tienda_3","10"
"246",921,2020-01-06,50,"tienda_3","7"
"247",948,2020-01-06,71,"tienda_3","6"
"248",840,2020-01-06,83,"tienda_3","10"
"249",2136,2020-01-06,80,"tienda_3","9"
"250",2082,2020-01-06,32,"tienda_3","10"
"251",1677,2020-01-06,119,"tienda_3","6"
"252",1272,2020-01-06,143,"tienda_4","8"
"253",732,2020-01-06,123,"tienda_3","8"
"254",1407,2020-01-06,107,"tienda_2","7"
"255",1947,2020-01-06,127,"tienda_3"," "
"256",975,2020-01-06,131,"tienda_3","10"
"257",705,2020-01-06,147,"tienda_3","10"
"258",786,2020-01-06,159,"tienda_4"," "
"259",435,2020-01-06,123,"tienda_4","10"
"260",1245,2020-01-06,171,"tienda_1","6"
"261",732,2020-01-06,119,"tienda_1"," "
"262",1380,2020-01-06,147,"tienda_2","5"
"263",1407,2020-01-06,139,"tienda_1","10"
"264",1569,2020-01-06,103,"tienda_4","6"
"265",786,2020-01-06,107,"tienda_4","9"
"266",2163,2020-01-06,107,"tienda_5","9"
"267",570,2020-01-06,239,"tienda_2","6"
"268",1272,2020-01-06,107,"tienda_3"," "
"269",2433,2020-01-06,143,"tienda_1","6"
"270",840,2020-01-06,135,"tienda_2"," "
"271",2190,2020-01-06,167,"tienda_1"," "
"272",435,2020-01-06,119,"tienda_5","7"
"273",1785,2020-01-06,243,"tienda_4","7"
"274",1191,2020-01-06,123,"tienda_2","7"
"275",1380,2020-01-06,239,"tienda_2","10"
"276",894,2020-01-06,263,"tienda_1","9"
"277",489,2020-01-06,227,"tienda_1"," "
"278",2325,2020-01-07,62,"tienda_1","9"
"279",1191,2020-01-07,35,"tienda_1","5"
"280",1596,2020-01-07,62,"tienda_3"," "
"281",2055,2020-01-07,71,"tienda_4"," "
"282",894,2020-01-07,41,"tienda_3","7"
"283",1326,2020-01-07,86,"tienda_3"," "
"284",705,2020-01-07,44,"tienda_1","7"
"285",489,2020-01-07,71,"tienda_3"," "
"286",489,2020-01-07,59,"tienda_5","7"
"287",2082,2020-01-07,29,"tienda_1","10"
"288",975,2020-01-07,107,"tienda_4","8"
"289",2217,2020-01-07,151,"tienda_1"," "
"290",2325,2020-01-07,123,"tienda_4","8"
"291",1947,2020-01-07,119,"tienda_1","9"
"292",975,2020-01-07,143,"tienda_2","5"
"293",2325,2020-01-07,115,"tienda_1"," "
"294",813,2020-01-07,171,"tienda_5","7"
"295",1326,2020-01-07,135,"tienda_1","10"
"296",2433,2020-01-07,175,"tienda_2","7"
"297",1515,2020-01-07,143,"tienda_3","6"
"298",894,2020-01-07,167,"tienda_3","5"
"299",2325,2020-01-07,123,"tienda_1"," "
"300",1920,2020-01-07,127,"tienda_2","6"
"301",1812,2020-01-07,107,"tienda_5"," "
"302",1380,2020-01-07,103,"tienda_5","7"
"303",1677,2020-01-07,103,"tienda_2","8"
"304",975,2020-01-07,107,"tienda_2"," "
"305",1218,2020-01-07,111,"tienda_3","9"
"306",1785,2020-01-07,119,"tienda_2"," "
"307",2190,2020-01-07,151,"tienda_1"," "
"308",1947,2020-01-07,147,"tienda_2","7"
"309",1596,2020-01-07,139,"tienda_2","10"
"310",2325,2020-01-07,119,"tienda_3","5"
"311",759,2020-01-07,127,"tienda_2","7"
"312",1650,2020-01-07,103,"tienda_2"," "
"313",1974,2020-01-07,115,"tienda_5","9"
"314",786,2020-01-07,151,"tienda_4","10"
"315",678,2020-01-07,171,"tienda_1","9"
"316",1272,2020-01-07,103,"tienda_4","8"
"317",570,2020-01-07,147,"tienda_5","8"
"318",651,2020-01-07,139,"tienda_4","8"
"319",1029,2020-01-07,127,"tienda_2","6"
"320",597,2020-01-07,247,"tienda_4","9"
"321",2379,2020-01-07,207,"tienda_5","9"
"322",759,2020-01-07,103,"tienda_5","6"
"323",786,2020-01-07,159,"tienda_3","10"
"324",1569,2020-01-07,231,"tienda_1"," "
"325",1731,2020-01-07,187,"tienda_2","9"
"326",1164,2020-01-07,179,"tienda_5"," "
"327",2325,2020-01-07,271,"tienda_5","9"
"328",462,2020-01-07,167,"tienda_4","7"
"329",1866,2020-01-07,215,"tienda_4","8"
"330",1218,2020-01-07,271,"tienda_1","7"
"331",2271,2020-01-07,235,"tienda_4","5"
"332",2379,2020-01-07,147,"tienda_5"," "
"333",1029,2020-01-07,199,"tienda_5","6"
"334",1272,2020-01-07,103,"tienda_4","6"
"335",1056,2020-01-07,123,"tienda_3","8"
"336",1569,2020-01-07,175,"tienda_3","7"
"337",2217,2020-01-08,41,"tienda_1","9"
"338",1299,2020-01-08,50,"tienda_4","10"
"339",2055,2020-01-08,38,"tienda_5","6"
"340",2055,2020-01-08,44,"tienda_4","6"
"341",1056,2020-01-08,44,"tienda_1"," "
"342",1002,2020-01-08,29,"tienda_3"," "
"343",1569,2020-01-08,68,"tienda_4","7"
"344",813,2020-01-08,86,"tienda_1","8"
"345",732,2020-01-08,44,"tienda_5","6"
"346",2028,2020-01-08,50,"tienda_1","6"
"347",1218,2020-01-08,44,"tienda_1","10"
"348",1056,2020-01-08,53,"tienda_1","9"
"349",1110,2020-01-08,159,"tienda_5","5"
"350",1947,2020-01-08,155,"tienda_4","7"
"351",1839,2020-01-08,155,"tienda_3","9"
"352",1407,2020-01-08,167,"tienda_1","8"
"353",840,2020-01-08,107,"tienda_3"," "
"354",2433,2020-01-08,147,"tienda_3","8"
"355",2109,2020-01-08,119,"tienda_5","5"
"356",2190,2020-01-08,159,"tienda_4"," "
"357",1110,2020-01-08,171,"tienda_5","6"
"358",732,2020-01-08,155,"tienda_2","6"
"359",2163,2020-01-08,151,"tienda_5","8"
"360",1434,2020-01-08,175,"tienda_5","9"
"361",1191,2020-01-08,107,"tienda_5","9"
"362",624,2020-01-08,151,"tienda_1","7"
"363",1650,2020-01-08,123,"tienda_2","10"
"364",2352,2020-01-08,251,"tienda_3","9"
"365",2082,2020-01-08,107,"tienda_1","9"
"366",2109,2020-01-08,227,"tienda_3","6"
"367",1326,2020-01-08,231,"tienda_2","6"
"368",1839,2020-01-08,211,"tienda_5"," "
"369",624,2020-01-08,239,"tienda_4","8"
"370",894,2020-01-08,207,"tienda_4","6"
"371",570,2020-01-08,171,"tienda_4","9"
"372",1974,2020-01-08,135,"tienda_2"," "
"373",1947,2020-01-08,259,"tienda_3","10"
"374",2190,2020-01-08,199,"tienda_2","10"
"375",1326,2020-01-08,111,"tienda_2","10"
"376",2028,2020-01-08,111,"tienda_3","6"
"377",1893,2020-01-08,267,"tienda_1","10"
"378",1299,2020-01-09,44,"tienda_1","5"
"379",516,2020-01-09,50,"tienda_3","8"
"380",1137,2020-01-09,86,"tienda_3"," "
"381",1083,2020-01-09,56,"tienda_3","9"
"382",1893,2020-01-09,65,"tienda_2","9"
"383",2379,2020-01-09,65,"tienda_1"," "
"384",2028,2020-01-09,65,"tienda_2","7"
"385",2379,2020-01-09,71,"tienda_4","9"
"386",1515,2020-01-09,29,"tienda_5","7"
"387",1407,2020-01-09,68,"tienda_3"," "
"388",1785,2020-01-09,83,"tienda_3","7"
"389",624,2020-01-09,50,"tienda_3","7"
"390",1272,2020-01-09,80,"tienda_3","7"
"391",2055,2020-01-09,175,"tienda_4","10"
"392",2352,2020-01-09,115,"tienda_1","7"
"393",867,2020-01-09,107,"tienda_5","5"
"394",2298,2020-01-09,167,"tienda_1","9"
"395",651,2020-01-09,171,"tienda_1"," "
"396",786,2020-01-09,123,"tienda_4"," "
"397",2352,2020-01-09,151,"tienda_3","10"
"398",2136,2020-01-09,163,"tienda_3","9"
"399",2217,2020-01-09,147,"tienda_3","9"
"400",2055,2020-01-09,151,"tienda_5","6"
"401",1083,2020-01-09,171,"tienda_4","9"
"402",2001,2020-01-09,151,"tienda_5","9"
"403",1434,2020-01-09,163,"tienda_2","5"
"404",462,2020-01-09,175,"tienda_4","10"
"405",2055,2020-01-09,111,"tienda_4","10"
"406",1137,2020-01-09,131,"tienda_3","8"
"407",516,2020-01-09,127,"tienda_2","10"
"408",867,2020-01-09,139,"tienda_4"," "
"409",2028,2020-01-09,183,"tienda_1","7"
"410",1974,2020-01-09,223,"tienda_1","8"
"411",1812,2020-01-09,103,"tienda_2","7"
"412",678,2020-01-09,131,"tienda_4","5"
"413",2136,2020-01-09,99,"tienda_3","6"
"414",1596,2020-01-09,99,"tienda_4","8"
"415",1569,2020-01-09,191,"tienda_5","10"
"416",705,2020-01-09,159,"tienda_5","10"
"417",2406,2020-01-09,255,"tienda_1","7"
"418",2244,2020-01-09,123,"tienda_3","8"
"419",2055,2020-01-09,259,"tienda_2","7"
"420",1758,2020-01-09,175,"tienda_1","8"
"421",1704,2020-01-10,29,"tienda_2","6"
"422",1029,2020-01-10,56,"tienda_1","6"
"423",1272,2020-01-10,50,"tienda_3","5"
"424",867,2020-01-10,29,"tienda_5"," "
"425",2325,2020-01-10,65,"tienda_5","8"
"426",1029,2020-01-10,80,"tienda_2","10"
"427",1974,2020-01-10,59,"tienda_1","7"
"428",1920,2020-01-10,71,"tienda_3","6"
"429",786,2020-01-10,32,"tienda_5"," "
"430",1245,2020-01-10,86,"tienda_4","10"
"431",1974,2020-01-10,80,"tienda_5","10"
"432",1110,2020-01-10,62,"tienda_3","10"
"433",2298,2020-01-10,62,"tienda_3"," "
"434",1758,2020-01-10,123,"tienda_2"," "
"435",813,2020-01-10,115,"tienda_4","5"
"436",1515,2020-01-10,163,"tienda_3","6"
"437",435,2020-01-10,155,"tienda_5","7"
"438",543,2020-01-10,115,"tienda_3"," "
"439",2406,2020-01-10,151,"tienda_1"," "
"440",1704,2020-01-10,127,"tienda_1","9"
"441",705,2020-01-10,127,"tienda_4"," "
"442",786,2020-01-10,131,"tienda_3","10"
"443",1326,2020-01-10,163,"tienda_1","6"
"444",1272,2020-01-10,107,"tienda_1","5"
"445",1056,2020-01-10,107,"tienda_4","7"
"446",1947,2020-01-10,151,"tienda_1","10"
"447",1677,2020-01-10,155,"tienda_5","6"
"448",1596,2020-01-10,159,"tienda_2","9"
"449",1002,2020-01-10,135,"tienda_1","5"
"450",543,2020-01-10,119,"tienda_1","10"
"451",651,2020-01-10,139,"tienda_1"," "
"452",2433,2020-01-10,123,"tienda_5"," "
"453",435,2020-01-10,155,"tienda_5","5"
"454",570,2020-01-10,115,"tienda_2","10"
"455",1461,2020-01-10,147,"tienda_5","8"
"456",1785,2020-01-10,159,"tienda_3"," "
"457",489,2020-01-10,223,"tienda_3","5"
"458",1650,2020-01-10,163,"tienda_1"," "
"459",2271,2020-01-10,119,"tienda_1","10"
"460",2325,2020-01-10,219,"tienda_2","7"
"461",1569,2020-01-10,219,"tienda_2","10"
"462",1704,2020-01-10,159,"tienda_4","9"
"463",1785,2020-01-10,223,"tienda_3","8"
"464",462,2020-01-10,239,"tienda_4","7"
"465",1164,2020-01-10,179,"tienda_5","7"
"466",1191,2020-01-10,275,"tienda_1","5"
"467",1839,2020-01-10,223,"tienda_1"," "
"468",2001,2020-01-10,163,"tienda_4","7"
"469",1893,2020-01-10,219,"tienda_1","7"
"470",678,2020-01-10,199,"tienda_1"," "
"471",1191,2020-01-11,29,"tienda_5","7"
"472",1272,2020-01-11,80,"tienda_1"," "
"473",1083,2020-01-11,62,"tienda_2"," "
"474",2406,2020-01-11,68,"tienda_3","7"
"475",543,2020-01-11,47,"tienda_4","5"
"476",678,2020-01-11,59,"tienda_4"," "
"477",1245,2020-01-11,47,"tienda_2","10"
"478",705,2020-01-11,59,"tienda_3"," "
"479",813,2020-01-11,77,"tienda_5"," "
"480",2055,2020-01-11,38,"tienda_3","5"
"481",2055,2020-01-11,59,"tienda_5","6"
"482",948,2020-01-11,68,"tienda_2","8"
"483",2325,2020-01-11,171,"tienda_4","10"
"484",1299,2020-01-11,135,"tienda_5","9"
"485",1866,2020-01-11,167,"tienda_4","6"
"486",1785,2020-01-11,135,"tienda_3","6"
"487",840,2020-01-11,175,"tienda_5","9"
"488",894,2020-01-11,147,"tienda_3"," "
"489",1326,2020-01-11,159,"tienda_3","9"
"490",1623,2020-01-11,107,"tienda_3","9"
"491",921,2020-01-11,171,"tienda_2"," "
"492",1299,2020-01-11,135,"tienda_2","5"
"493",1056,2020-01-11,111,"tienda_1","5"
"494",948,2020-01-11,143,"tienda_1","7"
"495",1569,2020-01-11,119,"tienda_4","10"
"496",921,2020-01-11,175,"tienda_4","7"
"497",1947,2020-01-11,159,"tienda_1","9"
"498",1461,2020-01-11,143,"tienda_5","6"
"499",1083,2020-01-11,163,"tienda_1"," "
"500",435,2020-01-11,107,"tienda_4"," "
"501",1893,2020-01-11,159,"tienda_3"," "
"502",2109,2020-01-11,247,"tienda_1"," "
"503",1191,2020-01-11,171,"tienda_5","10"
"504",867,2020-01-11,187,"tienda_5","10"
"505",1272,2020-01-11,211,"tienda_3","5"
"506",1002,2020-01-11,139,"tienda_4","9"
"507",1920,2020-01-11,231,"tienda_2","7"
"508",2217,2020-01-11,267,"tienda_2","7"
"509",1785,2020-01-11,151,"tienda_3","5"
"510",624,2020-01-11,211,"tienda_2","7"
"511",1731,2020-01-11,179,"tienda_5"," "
"512",1974,2020-01-12,80,"tienda_1","7"
"513",489,2020-01-12,68,"tienda_4"," "
"514",462,2020-01-12,50,"tienda_3"," "
"515",489,2020-01-12,65,"tienda_1","10"
"516",1731,2020-01-12,35,"tienda_5"," "
"517",1353,2020-01-12,71,"tienda_5","9"
"518",543,2020-01-12,62,"tienda_4","6"
"519",1893,2020-01-12,29,"tienda_3","7"
"520",759,2020-01-12,41,"tienda_3"," "
"521",732,2020-01-12,32,"tienda_1","9"
"522",759,2020-01-12,53,"tienda_4"," "
"523",678,2020-01-12,77,"tienda_3","8"
"524",1542,2020-01-12,80,"tienda_4","5"
"525",651,2020-01-12,77,"tienda_5","9"
"526",1731,2020-01-12,115,"tienda_2","10"
"527",435,2020-01-12,111,"tienda_3","9"
"528",1569,2020-01-12,103,"tienda_5","10"
"529",1893,2020-01-12,103,"tienda_4","9"
"530",1623,2020-01-12,119,"tienda_4","10"
"531",2082,2020-01-12,175,"tienda_1","10"
"532",1407,2020-01-12,163,"tienda_5","6"
"533",2325,2020-01-12,111,"tienda_2","9"
"534",1137,2020-01-12,175,"tienda_1","8"
"535",1947,2020-01-12,139,"tienda_3"," "
"536",2298,2020-01-12,159,"tienda_4","9"
"537",1137,2020-01-12,159,"tienda_3","6"
"538",2028,2020-01-12,115,"tienda_3","10"
"539",2190,2020-01-12,123,"tienda_5","8"
"540",1083,2020-01-12,111,"tienda_4","7"
"541",2298,2020-01-12,107,"tienda_2"," "
"542",1191,2020-01-12,159,"tienda_2"," "
"543",2028,2020-01-12,131,"tienda_1","7"
"544",867,2020-01-12,111,"tienda_4","5"
"545",2136,2020-01-12,111,"tienda_5"," "
"546",1731,2020-01-12,119,"tienda_3"," "
"547",1326,2020-01-12,275,"tienda_5","7"
"548",543,2020-01-12,143,"tienda_1","7"
"549",1002,2020-01-12,103,"tienda_3","10"
"550",2109,2020-01-12,231,"tienda_3"," "
"551",678,2020-01-12,207,"tienda_4"," "
"552",624,2020-01-12,123,"tienda_1","8"
"553",2001,2020-01-12,275,"tienda_4","10"
"554",2136,2020-01-12,175,"tienda_1","6"
"555",543,2020-01-12,99,"tienda_3"," "
"556",1839,2020-01-12,127,"tienda_4"," "
"557",1326,2020-01-12,239,"tienda_3"," "
"558",1164,2020-01-12,191,"tienda_2","9"
"559",1056,2020-01-12,175,"tienda_3","7"
"560",867,2020-01-13,44,"tienda_2","5"
"561",435,2020-01-13,50,"tienda_2","5"
"562",1974,2020-01-13,44,"tienda_2","10"
"563",1191,2020-01-13,86,"tienda_4","6"
"564",1110,2020-01-13,74,"tienda_3"," "
