"","id_member","fecha_compra","gasto","store","nps"
"204",3622,2020-01-03,215,"tienda_2","5"
"205",2677,2020-01-03,171,"tienda_2","10"
"206",1975,2020-01-03,167,"tienda_4","5"
"207",1948,2020-01-03,191,"tienda_4","6"
"208",1867,2020-01-03,219,"tienda_2","10"
"209",4135,2020-01-03,199,"tienda_3","7"
"210",2542,2020-01-03,199,"tienda_1"," "
"211",3271,2020-01-03,191,"tienda_1"," "
"212",3595,2020-01-03,211,"tienda_1"," "
"213",2191,2020-01-03,231,"tienda_5","9"
"214",5296,2020-01-04,77,"tienda_1","9"
"215",2407,2020-01-04,38,"tienda_4","7"
"216",1462,2020-01-04,35,"tienda_4"," "
"217",5269,2020-01-04,47,"tienda_4","7"
"218",5134,2020-01-04,53,"tienda_1","10"
"219",2218,2020-01-04,83,"tienda_1","10"
"220",3298,2020-01-04,83,"tienda_5"," "
"221",1840,2020-01-04,56,"tienda_1","9"
"222",3892,2020-01-04,86,"tienda_5","6"
"223",2218,2020-01-04,41,"tienda_1"," "
"224",1489,2020-01-04,44,"tienda_4","10"
"225",1597,2020-01-04,86,"tienda_4","6"
"226",2704,2020-01-04,77,"tienda_2","10"
"227",4972,2020-01-04,135,"tienda_3","7"
"228",1597,2020-01-04,139,"tienda_5","10"
"229",2002,2020-01-04,167,"tienda_4","10"
"230",4432,2020-01-04,131,"tienda_1","6"
"231",1543,2020-01-04,127,"tienda_5","6"
"232",2380,2020-01-04,159,"tienda_5"," "
"233",2056,2020-01-04,143,"tienda_4","6"
"234",3595,2020-01-04,147,"tienda_1","9"
"235",2353,2020-01-04,107,"tienda_5"," "
"236",3028,2020-01-04,115,"tienda_5","6"
"237",4513,2020-01-04,159,"tienda_4","6"
"238",4945,2020-01-04,171,"tienda_3","6"
"239",5188,2020-01-04,107,"tienda_1","6"
"240",4783,2020-01-04,175,"tienda_5","9"
"241",4081,2020-01-04,151,"tienda_5","8"
"242",2299,2020-01-04,147,"tienda_5"," "
"243",3244,2020-01-04,135,"tienda_3","5"
"244",1462,2020-01-04,171,"tienda_2","10"
"245",5296,2020-01-04,155,"tienda_2","10"
"246",2704,2020-01-04,163,"tienda_3","9"
"247",2677,2020-01-04,127,"tienda_2"," "
"248",5458,2020-01-04,111,"tienda_5","6"
"249",3406,2020-01-04,171,"tienda_5","7"
"250",3649,2020-01-04,139,"tienda_5"," "
"251",5350,2020-01-04,111,"tienda_2","8"
"252",3838,2020-01-04,231,"tienda_4","6"
"253",3487,2020-01-04,103,"tienda_1","9"
"254",3352,2020-01-04,131,"tienda_5","10"
"255",2488,2020-01-04,175,"tienda_5","5"
"256",3433,2020-01-04,187,"tienda_2"," "
"257",2191,2020-01-04,259,"tienda_5"," "
"258",3487,2020-01-04,99,"tienda_3","9"
"259",4594,2020-01-04,147,"tienda_2","7"
"260",4189,2020-01-04,223,"tienda_4","10"
"261",3703,2020-01-04,211,"tienda_2","5"
"262",4999,2020-01-04,111,"tienda_5"," "
"263",3703,2020-01-04,155,"tienda_5","10"
"264",2515,2020-01-04,235,"tienda_2","10"
"265",1705,2020-01-04,231,"tienda_4","7"
"266",5431,2020-01-04,179,"tienda_2","10"
"267",3838,2020-01-04,211,"tienda_1"," "
"268",4054,2020-01-04,143,"tienda_1","7"
"269",2218,2020-01-04,143,"tienda_1"," "
"270",2083,2020-01-04,111,"tienda_4","8"
"271",4594,2020-01-04,103,"tienda_4","5"
"272",5026,2020-01-04,179,"tienda_2","6"
"273",2812,2020-01-05,53,"tienda_1","9"
"274",2758,2020-01-05,80,"tienda_5","6"
"275",5134,2020-01-05,56,"tienda_2","7"
"276",5026,2020-01-05,44,"tienda_3","7"
"277",4486,2020-01-05,35,"tienda_2"," "
"278",2758,2020-01-05,29,"tienda_1","7"
"279",5242,2020-01-05,38,"tienda_2"," "
"280",5269,2020-01-05,86,"tienda_4","9"
"281",2893,2020-01-05,38,"tienda_2","7"
"282",1597,2020-01-05,41,"tienda_3"," "
"283",2434,2020-01-05,68,"tienda_4"," "
"284",3649,2020-01-05,41,"tienda_2","10"
"285",3919,2020-01-05,29,"tienda_2","10"
"286",4756,2020-01-05,175,"tienda_5","7"
"287",3082,2020-01-05,103,"tienda_1"," "
"288",5026,2020-01-05,155,"tienda_2","9"
"289",4432,2020-01-05,123,"tienda_1","7"
"290",2893,2020-01-05,167,"tienda_3","9"
"291",2569,2020-01-05,107,"tienda_5","5"
"292",4108,2020-01-05,123,"tienda_3"," "
"293",2461,2020-01-05,175,"tienda_1","5"
"294",4405,2020-01-05,151,"tienda_3"," "
"295",4378,2020-01-05,107,"tienda_2","10"
"296",3487,2020-01-05,115,"tienda_1","10"
"297",4297,2020-01-05,123,"tienda_1"," "
"298",4432,2020-01-05,167,"tienda_5"," "
"299",1786,2020-01-05,107,"tienda_5"," "
"300",3433,2020-01-05,147,"tienda_4","6"
"301",2434,2020-01-05,119,"tienda_1","7"
"302",2758,2020-01-05,127,"tienda_4","9"
"303",4999,2020-01-05,143,"tienda_1"," "
"304",2191,2020-01-05,135,"tienda_4","7"
"305",2029,2020-01-05,175,"tienda_5"," "
"306",2083,2020-01-05,119,"tienda_5","7"
"307",5053,2020-01-05,111,"tienda_2","7"
"308",1543,2020-01-05,163,"tienda_2","7"
"309",3163,2020-01-05,135,"tienda_5","9"
"310",3379,2020-01-05,119,"tienda_2","9"
"311",2110,2020-01-05,163,"tienda_2","5"
"312",4972,2020-01-05,167,"tienda_5","10"
"313",1705,2020-01-05,139,"tienda_2","7"
"314",1489,2020-01-05,171,"tienda_3","5"
"315",2974,2020-01-05,147,"tienda_1"," "
"316",2434,2020-01-05,119,"tienda_5","8"
"317",4162,2020-01-05,167,"tienda_4","10"
"318",3568,2020-01-05,167,"tienda_2","9"
"319",1975,2020-01-05,103,"tienda_1","6"
"320",1867,2020-01-05,147,"tienda_2","8"
"321",1786,2020-01-05,107,"tienda_1"," "
"322",4162,2020-01-05,123,"tienda_2"," "
"323",3082,2020-01-05,143,"tienda_4"," "
"324",4972,2020-01-05,227,"tienda_4","10"
"325",5404,2020-01-05,163,"tienda_3","7"
"326",2299,2020-01-05,123,"tienda_1","7"
"327",4972,2020-01-05,227,"tienda_1"," "
"328",2893,2020-01-05,247,"tienda_2","5"
"329",3406,2020-01-05,227,"tienda_1","10"
"330",3298,2020-01-05,187,"tienda_4","5"
"331",3244,2020-01-05,259,"tienda_5","9"
"332",1543,2020-01-05,259,"tienda_3"," "
"333",3541,2020-01-05,127,"tienda_4"," "
"334",1489,2020-01-05,251,"tienda_3","10"
"335",3352,2020-01-05,143,"tienda_5"," "
"336",4783,2020-01-05,107,"tienda_2","9"
"337",1786,2020-01-05,267,"tienda_2","5"
"338",1894,2020-01-05,179,"tienda_4","5"
"339",2326,2020-01-05,271,"tienda_2"," "
"340",4810,2020-01-05,247,"tienda_3"," "
"341",4135,2020-01-05,263,"tienda_3","10"
"342",4594,2020-01-05,123,"tienda_2"," "
"343",2326,2020-01-06,35,"tienda_2","9"
"344",4351,2020-01-06,86,"tienda_4"," "
"345",2623,2020-01-06,65,"tienda_3","6"
"346",1759,2020-01-06,80,"tienda_3"," "
"347",4999,2020-01-06,44,"tienda_4","6"
"348",5323,2020-01-06,56,"tienda_3","7"
"349",4054,2020-01-06,74,"tienda_3","9"
"350",4162,2020-01-06,50,"tienda_4","7"
"351",2596,2020-01-06,35,"tienda_5","10"
"352",2164,2020-01-06,29,"tienda_2","9"
"353",1786,2020-01-06,68,"tienda_1","9"
"354",4486,2020-01-06,80,"tienda_5","5"
"355",3460,2020-01-06,47,"tienda_3","8"
"356",2947,2020-01-06,38,"tienda_1","6"
"357",4000,2020-01-06,147,"tienda_2"," "
"358",3271,2020-01-06,111,"tienda_3","7"
"359",5296,2020-01-06,135,"tienda_5","10"
"360",3190,2020-01-06,123,"tienda_5","7"
"361",1678,2020-01-06,119,"tienda_5","9"
"362",2029,2020-01-06,111,"tienda_1"," "
"363",3190,2020-01-06,111,"tienda_3"," "
"364",2731,2020-01-06,115,"tienda_5","5"
"365",3325,2020-01-06,139,"tienda_1","9"
"366",1732,2020-01-06,111,"tienda_5","5"
"367",3919,2020-01-06,171,"tienda_4"," "
"368",4756,2020-01-06,163,"tienda_5"," "
"369",4918,2020-01-06,139,"tienda_5","6"
"370",3001,2020-01-06,155,"tienda_2","10"
"371",3460,2020-01-06,107,"tienda_5","9"
"372",5134,2020-01-06,143,"tienda_1","10"
"373",2407,2020-01-06,175,"tienda_5"," "
"374",3190,2020-01-06,107,"tienda_2","6"
"375",2731,2020-01-06,151,"tienda_2"," "
"376",4540,2020-01-06,159,"tienda_4","6"
"377",2839,2020-01-06,127,"tienda_2","7"
"378",3109,2020-01-06,131,"tienda_3","9"
"379",4513,2020-01-06,103,"tienda_2"," "
"380",4351,2020-01-06,131,"tienda_3","10"
"381",2218,2020-01-06,151,"tienda_5","6"
"382",1597,2020-01-06,147,"tienda_5"," "
"383",4432,2020-01-06,163,"tienda_4","10"
"384",5242,2020-01-06,215,"tienda_1","6"
"385",2191,2020-01-06,263,"tienda_2","6"
"386",1624,2020-01-06,227,"tienda_5","6"
"387",2353,2020-01-06,143,"tienda_4","7"
"388",4729,2020-01-06,163,"tienda_5","6"
"389",3541,2020-01-06,219,"tienda_3","9"
"390",4135,2020-01-06,119,"tienda_4","7"
"391",1894,2020-01-06,123,"tienda_2","8"
"392",4837,2020-01-06,107,"tienda_3","10"
"393",3757,2020-01-06,143,"tienda_1"," "
"394",5053,2020-01-06,103,"tienda_4"," "
"395",1462,2020-01-06,187,"tienda_2"," "
"396",5161,2020-01-06,259,"tienda_5"," "
"397",1678,2020-01-06,263,"tienda_2","7"
"398",1624,2020-01-06,131,"tienda_4","7"
"399",4378,2020-01-06,131,"tienda_2","10"
"400",2461,2020-01-06,131,"tienda_5","7"
"401",2785,2020-01-06,243,"tienda_2","10"
"402",3568,2020-01-06,159,"tienda_2","10"
"403",1759,2020-01-06,247,"tienda_1","8"
"404",3784,2020-01-07,53,"tienda_2","6"
"405",3028,2020-01-07,56,"tienda_4","6"
"406",2299,2020-01-07,44,"tienda_3","7"
"407",2056,2020-01-07,29,"tienda_4","6"
"408",4486,2020-01-07,47,"tienda_1","9"
"409",2758,2020-01-07,62,"tienda_5","9"
"410",4243,2020-01-07,41,"tienda_2"," "
"411",4621,2020-01-07,29,"tienda_1"," "
"412",4135,2020-01-07,38,"tienda_1","6"
"413",4972,2020-01-07,80,"tienda_3","7"
"414",3163,2020-01-07,59,"tienda_2","6"
"415",5431,2020-01-07,86,"tienda_3","10"
"416",1948,2020-01-07,50,"tienda_5","7"
"417",3244,2020-01-07,50,"tienda_3","9"
"418",2137,2020-01-07,35,"tienda_3","10"
"419",2623,2020-01-07,38,"tienda_3","10"
"420",3568,2020-01-07,74,"tienda_5"," "
"421",4459,2020-01-07,68,"tienda_5","9"
"422",5053,2020-01-07,50,"tienda_5","10"
"423",4594,2020-01-07,44,"tienda_3","6"
"424",2785,2020-01-07,86,"tienda_3","5"
"425",5404,2020-01-07,56,"tienda_3","6"
"426",2434,2020-01-07,143,"tienda_5","7"
"427",3757,2020-01-07,111,"tienda_1","6"
"428",2893,2020-01-07,115,"tienda_2","10"
"429",5296,2020-01-07,175,"tienda_3","7"
"430",5296,2020-01-07,123,"tienda_3","8"
"431",4486,2020-01-07,159,"tienda_3","10"
"432",3190,2020-01-07,103,"tienda_2","6"
"433",3163,2020-01-07,119,"tienda_4"," "
"434",2299,2020-01-07,167,"tienda_4","5"
"435",1624,2020-01-07,163,"tienda_2"," "
"436",1759,2020-01-07,107,"tienda_5"," "
"437",2461,2020-01-07,147,"tienda_5","5"
"438",4108,2020-01-07,127,"tienda_4"," "
"439",2623,2020-01-07,107,"tienda_4","5"
"440",1624,2020-01-07,143,"tienda_5","6"
"441",5458,2020-01-07,151,"tienda_4"," "
"442",4054,2020-01-07,167,"tienda_1","8"
"443",4702,2020-01-07,135,"tienda_1","6"
"444",3514,2020-01-07,175,"tienda_4"," "
"445",1975,2020-01-07,111,"tienda_5","10"
"446",5323,2020-01-07,151,"tienda_1"," "
"447",2002,2020-01-07,127,"tienda_2","7"
"448",1867,2020-01-07,151,"tienda_4","7"
"449",2596,2020-01-07,155,"tienda_1"," "
"450",3865,2020-01-07,111,"tienda_5","7"
"451",2245,2020-01-07,111,"tienda_2"," "
"452",4405,2020-01-07,271,"tienda_1","8"
"453",4486,2020-01-07,99,"tienda_2"," "
"454",2137,2020-01-07,223,"tienda_1","6"
"455",4297,2020-01-07,115,"tienda_3","8"
"456",4324,2020-01-07,271,"tienda_1","9"
"457",1759,2020-01-07,119,"tienda_1","7"
"458",4189,2020-01-07,127,"tienda_4","9"
"459",5350,2020-01-07,271,"tienda_1"," "
"460",3001,2020-01-07,267,"tienda_1","9"
"461",2758,2020-01-07,243,"tienda_1","6"
"462",4108,2020-01-07,275,"tienda_2","10"
"463",3082,2020-01-07,219,"tienda_3"," "
"464",4189,2020-01-07,275,"tienda_4","5"
"465",4459,2020-01-07,251,"tienda_5"," "
"466",1651,2020-01-07,147,"tienda_2","9"
"467",2731,2020-01-07,99,"tienda_4"," "
"468",2002,2020-01-07,115,"tienda_4","10"
"469",2002,2020-01-07,179,"tienda_2","5"
"470",4918,2020-01-07,99,"tienda_2","6"
"471",2272,2020-01-07,243,"tienda_2","10"
"472",3082,2020-01-07,183,"tienda_3","9"
"473",4864,2020-01-07,255,"tienda_2","10"
"474",1705,2020-01-07,99,"tienda_3","6"
"475",1435,2020-01-07,123,"tienda_3"," "
"476",3082,2020-01-07,203,"tienda_4","9"
"477",4135,2020-01-08,77,"tienda_2","5"
"478",1516,2020-01-08,35,"tienda_3","7"
"479",5377,2020-01-08,53,"tienda_3","9"
"480",3676,2020-01-08,38,"tienda_4","6"
"481",4405,2020-01-08,71,"tienda_5"," "
"482",1651,2020-01-08,68,"tienda_4","5"
"483",2002,2020-01-08,65,"tienda_1"," "
"484",4459,2020-01-08,29,"tienda_2","10"
"485",4810,2020-01-08,44,"tienda_5","10"
"486",3973,2020-01-08,35,"tienda_1","6"
"487",4567,2020-01-08,62,"tienda_2"," "
"488",5269,2020-01-08,71,"tienda_1","9"
"489",3892,2020-01-08,29,"tienda_1","6"
"490",3028,2020-01-08,71,"tienda_2","5"
"491",1921,2020-01-08,29,"tienda_4","8"
"492",5296,2020-01-08,38,"tienda_3"," "
"493",3784,2020-01-08,50,"tienda_5","8"
"494",2812,2020-01-08,74,"tienda_1","8"
"495",4675,2020-01-08,29,"tienda_1","6"
"496",2947,2020-01-08,171,"tienda_3"," "
"497",1489,2020-01-08,135,"tienda_4","7"
"498",3595,2020-01-08,103,"tienda_5","9"
"499",4189,2020-01-08,139,"tienda_3"," "
"500",3109,2020-01-08,163,"tienda_1","9"
"501",3676,2020-01-08,147,"tienda_2","9"
"502",3055,2020-01-08,151,"tienda_3","7"
"503",2299,2020-01-08,139,"tienda_2","8"
"504",4216,2020-01-08,155,"tienda_2"," "
"505",4189,2020-01-08,143,"tienda_5","6"
"506",1867,2020-01-08,107,"tienda_5","10"
"507",2650,2020-01-08,123,"tienda_5","7"
"508",2461,2020-01-08,127,"tienda_5","6"
"509",3541,2020-01-08,155,"tienda_4","7"
"510",1516,2020-01-08,103,"tienda_1","9"
"511",2191,2020-01-08,143,"tienda_4","7"
"512",1678,2020-01-08,159,"tienda_1"," "
"513",4729,2020-01-08,127,"tienda_3"," "
"514",2650,2020-01-08,123,"tienda_4","6"
"515",5215,2020-01-08,151,"tienda_1","7"
"516",3622,2020-01-08,171,"tienda_4","10"
"517",4189,2020-01-08,171,"tienda_5","10"
"518",4702,2020-01-08,103,"tienda_5","8"
"519",4648,2020-01-08,115,"tienda_2","8"
"520",4216,2020-01-08,171,"tienda_1"," "
"521",4270,2020-01-08,103,"tienda_5","7"
"522",1516,2020-01-08,151,"tienda_2"," "
"523",2434,2020-01-08,107,"tienda_2","8"
"524",2245,2020-01-08,131,"tienda_2","7"
"525",2137,2020-01-08,159,"tienda_4","8"
"526",3217,2020-01-08,139,"tienda_3"," "
"527",4540,2020-01-08,131,"tienda_2","9"
"528",3622,2020-01-08,131,"tienda_3"," "
"529",2893,2020-01-08,135,"tienda_2","10"
"530",3217,2020-01-08,259,"tienda_2","7"
"531",5188,2020-01-08,107,"tienda_5","7"
"532",4135,2020-01-08,211,"tienda_2","9"
"533",2407,2020-01-08,191,"tienda_2"," "
"534",2434,2020-01-08,183,"tienda_3","10"
"535",5269,2020-01-08,163,"tienda_2","7"
"536",5323,2020-01-08,123,"tienda_2","7"
"537",3757,2020-01-08,207,"tienda_1","10"
"538",2164,2020-01-08,251,"tienda_1","9"
"539",2083,2020-01-08,131,"tienda_2"," "
"540",4405,2020-01-08,199,"tienda_5"," "
"541",4486,2020-01-08,119,"tienda_4","9"
"542",1813,2020-01-08,151,"tienda_2"," "
"543",3055,2020-01-08,203,"tienda_3","8"
"544",2542,2020-01-08,179,"tienda_3","9"
"545",3487,2020-01-08,111,"tienda_2","7"
"546",2947,2020-01-08,215,"tienda_1","9"
"547",4783,2020-01-08,199,"tienda_3","5"
"548",4567,2020-01-08,119,"tienda_4","10"
"549",2893,2020-01-08,163,"tienda_2"," "
"550",3379,2020-01-08,123,"tienda_3","6"
"551",3055,2020-01-08,199,"tienda_5","9"
"552",3352,2020-01-08,219,"tienda_1","6"
"553",3865,2020-01-08,159,"tienda_2"," "
"554",3460,2020-01-09,53,"tienda_1","6"
"555",3136,2020-01-09,38,"tienda_4","10"
"556",4756,2020-01-09,35,"tienda_2","9"
"557",4486,2020-01-09,29,"tienda_4"," "
"558",3055,2020-01-09,29,"tienda_4","6"
