email_subject,sendout_date,email_scope,description,total_email_sent,total_email_delivered,total_email_clicks,total_email_open,total_email_bounces,total_revenue,total_sessions,total_web_bounces,total_transactions,total_visitors,total_session_duration,total_pageviews,global_opt_in,gender,flag_unsubscribe,journeys_ids,users_ids
 ,2020-08-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,12,120
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,121
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,122
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,123
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,124
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,125
 ,2020-08-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,12,126
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,127
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,34,128
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,1,129
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,130
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,131
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,43,132
 ,2020-04-29,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,39,133
 ,2020-10-27,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,11,134
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,135
 ,2020-04-29,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,39,136
 ,2020-10-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,18,137
 ,2020-11-26,Campaign, ,1,1,1,2,0, , , , , , , ,TRUE,m,FALSE,44,138
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,139
 ,2020-06-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,140
 ,2020-11-21,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,14,141
 ,2020-06-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,16,142
 ,2020-08-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,26,143
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,15,144
 ,2020-06-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,16,145
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,146
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,147
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,148
 ,2019-11-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,14,149
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,150
 ,2020-05-07,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,m,FALSE,35,151
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,152
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,9,153
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,154
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,155
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,156
 ,2020-05-03,Campaign, ,1,1,1,1,0, , , , , , , ,TRUE,u,FALSE,10,157
 ,2020-11-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,1,158
 ,2020-09-25,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,3,159
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,160
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,161
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,162
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,163
 ,2020-10-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,31,164
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,5,165
 ,2020-09-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,166
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,167
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,168
 ,2020-09-14,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,u,FALSE,8,169
 ,2020-11-03,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,m,FALSE,14,170
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,171
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,172
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,173
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,21,174
 ,2020-09-06,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,38,175
 ,2020-09-10,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,43,176
 ,2020-11-26,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,44,177
 ,2020-11-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,178
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,179
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,180
 ,2020-05-22,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,m,FALSE,46,181
 ,2020-09-29,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,25,182
 ,2020-04-16,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,47,183
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,184
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,43,185
 ,2020-09-04,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,m,FALSE,48,186
 ,2020-08-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,26,187
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,46,188
 ,2020-09-04,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,u,FALSE,48,189
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,34,190
 ,2020-09-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,48,191
 ,2020-05-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,32,192
 ,2020-09-01,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,15,193
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,194
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,40,195
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,FALSE,m,FALSE,9,196
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,197
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,9,198
 ,2020-05-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,199
 ,2019-12-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,4,200
 ,2020-06-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,28,201
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,21,202
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,203
 ,2020-09-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,204
 ,2020-07-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,49,205
 ,2020-02-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,206
 ,2020-04-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,39,207
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,208
 ,2020-05-26,Campaign, ,1,1,1,0,0, , , , , , , ,FALSE,u,TRUE,29,209
 ,2020-05-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,210
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,34,211
 ,2020-01-15,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,212
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,213
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,214
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,215
 ,2019-10-17,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,50,216
 ,2020-06-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,217
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,218
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,219
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,220
 ,2020-03-26,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,27,221
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,222
 ,2020-05-03,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,u,FALSE,10,223
 ,2020-11-06,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,14,224
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,225
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,51,226
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,52,227
 ,2020-10-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,228
 ,2020-09-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,229
 ,2020-09-04,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,48,230
 ,2020-09-20,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,15,107
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,8,231
 ,2020-01-17,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,53,232
 ,2020-09-01,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,15,233
 ,2020-06-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,14,234
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,46,235
 ,2020-04-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,39,236
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,237
 ,2020-02-04,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,54,238
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , , ,u,FALSE,9,239
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,240
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,241
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,242
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,10,243
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,244
 ,2020-09-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,17,245
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,246
 ,2020-09-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,247
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,248
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,19,249
 ,2020-07-31,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,7,250
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,FALSE,u,FALSE,3,251
 ,2020-05-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,55,252
 ,2020-08-13,Campaign, ,1,0,0,0,1, , , , , , , ,TRUE,m,FALSE,2,253
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,254
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,24,252
 ,2020-10-01,Campaign, ,1,1,1,1,0, , , , , , , ,TRUE,f,FALSE,14,255
 ,2020-06-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,256
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,257
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,46,258
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,259
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,9,260
 ,2020-05-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,35,261
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,259
 ,2020-10-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,262
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,263
 ,2020-10-27,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,u,FALSE,11,264
 ,2020-05-01,Campaign, ,1,0,0,0,1, , , , , , , ,TRUE,u,FALSE,10,265
 ,2020-08-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,12,266
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,11,267
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,268
 ,2020-05-03,Campaign, ,1,1,0,1,0, , , , , , , , ,u,FALSE,10,269
 ,2020-09-15,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,270
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,48,271
 ,2020-05-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,32,272
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,20,273
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,48,274
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,275
