PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2020;10;20;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00005;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00006;V;00003;V;00002;V;00003;V;00002;V;00002;V;00002;V
28;079;4;1;28079004_1_38;2020;10;21;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V
28;079;4;1;28079004_1_38;2020;10;22;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00004;V;00005;N;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V;00001;V;00002;V;00002;V
28;079;4;1;28079004_1_38;2020;10;23;00002;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00003;V;00002;V;00001;V;00001;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;4;1;28079004_1_38;2020;10;24;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00003;V
28;079;4;1;28079004_1_38;2020;10;25;00003;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00004;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00004;V;00002;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;10;26;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;10;27;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00003;V;00004;V;00003;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;10;28;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00007;V;00008;V;00008;V;00005;V;00006;V;00006;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V;00003;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;10;29;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00005;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;10;30;00005;V;00004;V;00004;V;00004;V;00003;V;00002;V;00002;V;00003;V;00004;V;00005;V;00004;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00006;V;00005;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;10;31;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00005;V;00004;V;00003;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00005;V;00006;V;00005;V
28;079;4;6;28079004_6_48;2020;10;01;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;03;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;04;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;05;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;N;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;06;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.6;V;000.6;V;000.5;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;07;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.5;V;000.8;V;000.6;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.8;V;000.6;V;000.6;V;000.5;V
28;079;4;6;28079004_6_48;2020;10;08;000.3;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.2;V;000.4;V;000.6;V;000.5;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.3;V;000.7;V;000.6;V;000.7;V;000.5;V
28;079;4;6;28079004_6_48;2020;10;09;000.4;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.3;V;000.6;V;000.5;V;000.5;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.1;V;000.3;V;000.5;V
28;079;4;6;28079004_6_48;2020;10;10;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;11;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;10;12;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;N;000.3;V;000.1;N;00000;N;000.2;N;000.3;V;000.1;N;00000;N;000.4;N;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2020;10;13;000.2;V;000.2;V;000.3;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.8;V;000.6;V;000.4;V;000.5;N;004.8;N;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;14;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2020;10;15;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.6;V;000.8;V;000.7;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;16;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.7;V
28;079;4;6;28079004_6_48;2020;10;17;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.5;V;000.6;V;000.6;V
28;079;4;6;28079004_6_48;2020;10;18;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.5;V;000.6;V;000.7;V;000.6;V;000.4;V
28;079;4;6;28079004_6_48;2020;10;19;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.6;V;001.0;V;000.7;V;000.4;N;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.5;V;000.3;V;000.3;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;20;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.5;V;000.4;V;000.2;V;000.5;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;21;000.1;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;22;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;23;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.5;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2020;10;24;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.5;V;001.3;V;000.9;V;001.2;V;000.6;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2020;10;25;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;26;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;27;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.6;V;000.5;V;000.4;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;10;28;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;001.5;V;001.4;V;001.4;V;000.7;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.3;V;000.4;V;000.5;V;000.5;V
28;079;4;6;28079004_6_48;2020;10;29;000.4;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.6;V;001.3;V;000.8;V;000.6;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2020;10;30;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.8;V;000.8;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;001.0;V;001.3;V;001.9;V;000.9;V;000.5;V;000.5;V
28;079;4;6;28079004_6_48;2020;10;31;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.8;V;001.6;V;001.2;V;000.6;V;000.6;V;000.5;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.7;V;000.5;V;000.6;V;000.9;V;001.0;V;000.8;V
28;079;4;7;28079004_7_8;2020;10;01;00001;V;00001;V;00005;V;00002;V;00001;V;00003;V;00042;V;00078;V;00036;V;00058;V;00017;V;00026;V;00025;V;00017;V;00003;V;00012;V;00029;V;00011;V;00009;V;00003;V;00002;V;00001;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2020;10;02;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00028;V;00024;V;00017;V;00012;V;00010;V;00008;V;00005;V;00006;V;00007;V;00003;V;00004;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;04;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;05;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00032;V;00046;V;00038;V;00014;V;00030;V;00024;N;00012;V;00004;V;00014;V;00016;V;00023;V;00010;V;00002;V;00002;V;00002;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00003;V;00004;V;00012;V;00048;V;00085;V;00169;V;00153;V;00128;V;00063;V;00033;V;00008;V;00026;V;00027;V;00039;V;00019;V;00003;V;00003;V;00006;V;00003;V;00003;V
28;079;4;7;28079004_7_8;2020;10;07;00002;V;00002;V;00007;V;00002;V;00002;V;00004;V;00005;V;00090;V;00169;V;00206;V;00153;V;00042;V;00026;V;00015;V;00007;V;00010;V;00018;V;00018;V;00021;V;00008;V;00060;V;00039;V;00062;V;00053;V
28;079;4;7;28079004_7_8;2020;10;08;00021;V;00012;V;00006;V;00014;V;00007;V;00008;V;00017;V;00093;V;00121;V;00156;V;00111;V;00051;V;00023;V;00018;V;00007;V;00024;V;00031;V;00042;V;00082;V;00011;V;00060;V;00059;V;00072;V;00060;V
28;079;4;7;28079004_7_8;2020;10;09;00039;V;00027;V;00011;V;00006;V;00006;V;00007;V;00020;V;00071;V;00103;V;00157;V;00115;V;00100;V;00096;V;00044;V;00019;V;00038;V;00053;V;00005;V;00003;V;00005;V;00005;V;00002;V;00008;V;00048;V
28;079;4;7;28079004_7_8;2020;10;10;00017;V;00004;V;00006;V;00004;V;00004;V;00004;V;00005;V;00009;V;00026;V;00036;V;00007;V;00005;V;00005;V;00004;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;11;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;12;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00013;V;00405;N;00002;V;00004;N;00000;N;00426;N;00002;V;00001;N;00000;N;00001;N;00001;V;00001;V;00001;V;00001;V;00005;V;00014;V
28;079;4;7;28079004_7_8;2020;10;13;00006;V;00006;V;00008;V;00009;V;00001;V;00002;V;00013;V;00135;V;00309;V;00207;V;00101;V;00089;V;00127;V;00038;V;00008;V;00017;V;00015;V;00013;V;00004;V;00002;V;00002;V;00002;V;00003;V;00001;V
28;079;4;7;28079004_7_8;2020;10;14;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00005;V;00018;V;00030;V;00049;V;00038;V;00023;V;00028;V;00015;V;00004;V;00019;V;00021;V;00017;V;00020;V;00004;V;00001;V;00001;V;00003;V;00002;V
28;079;4;7;28079004_7_8;2020;10;15;00002;V;00001;V;00003;V;00002;V;00007;V;00013;V;00009;V;00055;V;00139;V;00208;V;00166;V;00073;V;00044;V;00023;V;00004;V;00012;V;00008;V;00015;V;00017;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;16;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00008;V;00057;V;00049;V;00098;V;00066;V;00068;V;00037;V;00025;V;00014;V;00020;V;00014;V;00015;V;00004;V;00002;V;00004;V;00004;V;00026;V;00049;V
28;079;4;7;28079004_7_8;2020;10;17;00033;V;00010;V;00003;V;00003;V;00006;V;00004;V;00003;V;00004;V;00012;V;00036;V;00050;V;00039;V;00022;V;00011;V;00008;V;00005;V;00002;V;00002;V;00002;V;00001;V;00002;V;00010;V;00037;V;00035;V
28;079;4;7;28079004_7_8;2020;10;18;00011;V;00011;V;00007;V;00006;V;00003;V;00002;V;00002;V;00004;V;00012;V;00024;V;00027;V;00021;V;00004;V;00004;V;00003;V;00003;V;00002;V;00002;V;00001;V;00003;V;00011;V;00043;V;00024;V;00011;V
28;079;4;7;28079004_7_8;2020;10;19;00006;V;00009;V;00003;V;00003;V;00002;V;00004;V;00010;V;00073;V;00143;V;00226;V;00106;V;00018;N;00014;V;00027;V;00011;V;00015;V;00015;V;00013;V;00025;V;00017;V;00012;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;20;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00011;V;00022;V;00017;V;00013;V;00021;V;00023;V;00013;V;00013;V;00026;V;00091;V;00100;N;00052;V;00004;V;00023;V;00003;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2020;10;21;00001;V;00002;V;00001;V;00001;V;00002;V;00002;V;00004;V;00019;V;00018;V;00009;V;00008;V;00011;V;00013;V;00024;V;00012;V;00024;V;00012;V;00010;V;00007;V;00006;V;00002;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;22;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00006;V;00018;V;00027;V;00013;V;00079;N;00019;V;00011;V;00005;V;00014;V;00011;V;00012;N;00009;V;00003;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;23;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00022;V;00029;V;00026;V;00025;V;00041;V;00043;V;00028;V;00005;V;00008;V;00015;V;00017;V;00005;V;00004;V;00002;V;00003;V;00002;V;00002;V
28;079;4;7;28079004_7_8;2020;10;24;00002;V;00001;V;00001;V;00002;V;00002;V;00003;V;00017;V;00037;V;00049;V;00054;V;00051;V;00045;V;00023;V;00019;V;00005;V;00002;V;00002;V;00002;V;00003;V;00004;V;00002;V;00001;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2020;10;25;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00014;V;00031;V;00026;V;00009;V;00025;V;00029;V;00032;V;00021;V;00014;V;00034;V;00039;V;00005;V;00003;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;10;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00011;V;00052;V;00072;V;00025;V;00027;V;00024;V;00021;V;00011;V;00029;V;00048;V;00032;V;00020;V;00002;V;00002;V;00001;V;00002;V;00002;V
