PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2020;06;13;00006;V;00006;V;00006;V;00007;V;00006;V;00006;V;00007;V;00006;V;00007;V;00007;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;06;14;00005;V;00005;V;00005;V;00006;V;00005;V;00006;V;00006;V;00006;V;00007;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;06;15;00005;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00003;V;00005;V;00003;V;00003;V;00003;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;06;16;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00009;V;00007;V;00006;V;00006;V;00005;V;00004;V;00006;V;00006;V;00007;V;00007;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;06;17;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00006;V;00006;V;00010;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00003;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;06;18;00004;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00007;V;00007;V;00006;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00002;V;00002;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;06;19;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00005;V;00005;V;00004;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;06;20;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00004;V;00004;V;00004;V;00003;V;00002;V;00003;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;06;21;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00002;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;06;22;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00004;V;00004;V;00005;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;06;23;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00006;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;06;24;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00005;V;00006;V;00006;V;00004;V;00004;V;00004;N;00000;N;00000;N;00000;N;00000;N;00004;N;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;06;25;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00003;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;06;26;00004;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00006;V;00006;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00002;V;00003;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;06;27;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00004;V;00005;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;06;28;00004;V;00004;V;00004;V;00005;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;06;29;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00007;V;00006;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;06;30;00003;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00002;V;00002;V;00003;V;00002;V;00003;V
28;079;4;6;28079004_6_48;2020;06;01;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;03;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;000.6;N;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;04;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;05;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;06;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;07;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;08;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;09;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;10;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;11;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;12;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;13;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;14;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;15;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;N;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;16;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;17;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;18;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;19;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;20;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;21;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;22;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.4;V;000.5;V
28;079;4;6;28079004_6_48;2020;06;23;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.2;V
28;079;4;6;28079004_6_48;2020;06;24;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.1;N;00000;N;00000;N;00000;N;00000;N;000.6;N;000.2;N;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;25;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;26;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;27;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;28;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;06;30;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;7;28079004_7_8;2020;06;01;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00019;V;00027;V;00013;V;00014;V;00017;V;00013;V;00011;V;00003;V;00010;V;00006;V;00016;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;02;00001;V;00002;V;00001;V;00001;V;00003;V;00003;V;00003;V;00017;V;00050;V;00041;V;00041;V;00033;V;00033;V;00017;V;00007;V;00009;V;00016;V;00019;V;00005;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00018;V;00063;V;00013;V;00007;V;00008;V;00005;V;00006;V;00002;V;00000;N;00229;N;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;04;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00022;V;00016;V;00007;V;00060;V;00173;V;00202;V;00035;V;00067;V;00193;V;00096;V;00068;V;00012;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00007;N;00077;N;00035;N;00033;N;00016;N;00065;N;00016;N;00036;N;00068;N;00059;N;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00166;N;00074;N;00137;N;00078;N;00008;V;00006;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00017;V;00052;V;00026;V;00010;V;00023;V;00025;V;00033;V;00002;V;00021;V;00025;V;00020;V;00018;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;09;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00016;V;00037;V;00035;V;00042;V;00019;V;00022;V;00014;V;00149;N;00040;V;00015;V;00007;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;10;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00014;V;00037;V;00028;V;00046;V;00037;V;00035;V;00006;V;00021;V;00005;V;00005;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;11;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00005;V;00004;V;00003;V;00003;V;00005;V;00006;V;00001;V;00005;V;00005;V;00004;V;00002;V;00002;V;00001;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;12;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00004;V;00015;V;00008;V;00008;V;00005;V;00004;V;00003;V;00004;V;00005;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;13;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00004;V;00003;V;00001;V;00001;V;00003;V;00007;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;14;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;15;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00021;V;00007;V;00008;V;00007;V;00013;V;00008;V;00005;V;00001;V;00006;V;00003;V;00125;N;00010;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;16;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00008;V;00118;V;00055;V;00025;V;00043;V;00008;V;00004;V;00057;V;00076;V;00103;V;00119;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;17;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00028;V;00140;V;00022;V;00015;V;00011;V;00012;V;00004;V;00002;V;00009;V;00012;V;00004;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00022;V;00024;V;00013;V;00012;V;00018;V;00007;V;00005;V;00005;V;00006;V;00002;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;19;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00022;V;00025;V;00027;V;00019;V;00014;V;00009;V;00008;V;00002;V;00003;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;20;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00011;V;00009;V;00010;V;00007;V;00008;V;00007;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;21;00001;V;00002;V;00007;V;00001;V;00001;V;00002;V;00007;V;00005;V;00005;V;00004;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;22;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00026;V;00024;V;00011;V;00020;V;00030;V;00009;V;00004;V;00010;V;00023;V;00033;V;00005;V;00001;V;00001;V;00002;V;00005;V;00006;V
28;079;4;7;28079004_7_8;2020;06;23;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00011;V;00044;V;00034;V;00017;V;00010;V;00009;V;00013;V;00008;V;00012;V;00017;V;00027;V;00007;V;00003;V;00001;V;00001;V;00013;V;00006;V
28;079;4;7;28079004_7_8;2020;06;24;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00030;V;00054;V;00049;V;00021;V;00018;V;00012;N;00000;N;00000;N;00000;N;00000;N;00268;N;00016;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;25;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00012;V;00032;V;00023;V;00014;V;00017;V;00008;V;00007;V;00006;V;00011;V;00011;V;00010;V;00005;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00030;V;00033;V;00028;V;00020;V;00018;V;00013;V;00014;V;00005;V;00007;V;00009;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;27;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00025;V;00017;V;00008;V;00014;V;00017;V;00006;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;28;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;29;00004;V;00002;V;00002;V;00001;V;00001;V;00002;V;00003;V;00020;V;00068;V;00047;V;00014;V;00013;V;00017;V;00007;V;00008;V;00012;V;00005;V;00006;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;06;30;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00013;V;00032;V;00012;V;00016;V;00021;V;00010;V;00010;V;00010;V;00015;V;00027;V;00006;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V
