PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2020;07;14;00003;V;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00004;V;00005;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;07;15;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;07;16;00004;V;00005;V;00004;V;00005;V;00005;V;00004;V;00005;V;00007;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;07;17;00003;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;07;18;00004;V;00004;V;00005;V;00004;V;00004;V;00005;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;07;19;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;07;20;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00008;V;00007;V;00005;V;00005;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;07;21;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00005;V;00006;V;00006;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;07;22;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00005;V
28;079;4;1;28079004_1_38;2020;07;23;00008;V;00004;V;00004;V;00004;V;00005;V;00005;V;00006;V;00006;V;00007;V;00006;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;07;24;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00006;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;07;25;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00007;V;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;07;26;00004;V;00008;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;07;27;00005;V;00005;V;00005;V;00004;V;00005;V;00005;V;00005;V;00006;V;00007;V;00005;V;00005;V;00004;V;00005;N;00006;V;00004;V;00004;V;00005;V;00005;V;00005;V;00004;V;00004;V;00004;V;00003;V;00003;V
28;079;4;1;28079004_1_38;2020;07;28;00003;V;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00006;V;00008;V;00006;V;00005;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00004;V;00003;V;00003;V;00003;V;00004;V;00003;V;00004;V
28;079;4;1;28079004_1_38;2020;07;29;00004;V;00005;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00007;V;00006;V;00005;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;07;30;00004;V;00004;V;00004;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00005;V;00004;V;00004;V;00004;V
28;079;4;1;28079004_1_38;2020;07;31;00004;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00007;V;00007;V;00008;V;00006;V;00005;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00004;V;00005;V;00004;V;00004;V;00003;V;00004;V
28;079;4;6;28079004_6_48;2020;07;01;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;02;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;03;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;04;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;05;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V
28;079;4;6;28079004_6_48;2020;07;06;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;07;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;08;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;09;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;10;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.5;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;07;11;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;12;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;13;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;14;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;15;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;16;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;17;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;18;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;19;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;20;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.3;V;000.2;V;000.2;V;000.1;V;000.3;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;21;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;22;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;23;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;24;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;25;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;26;000.1;V;000.1;V;000.3;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V
28;079;4;6;28079004_6_48;2020;07;27;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.3;V;000.2;V;000.1;V;000.1;V;004.4;N;000.2;N;000.1;N;000.1;N;000.1;N;000.1;N;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;28;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.5;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;29;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;30;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;6;28079004_6_48;2020;07;31;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V
28;079;4;7;28079004_7_8;2020;07;01;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00013;V;00014;V;00006;V;00003;V;00004;V;00007;V;00004;V;00011;V;00008;V;00003;V;00008;V;00006;V;00002;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00033;V;00097;V;00036;V;00004;V;00004;V;00006;V;00004;V;00003;V;00004;V;00005;V;00006;V;00004;V;00005;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00017;V;00016;V;00015;V;00279;N;00028;V;00020;V;00015;V;00002;V;00009;V;00023;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;04;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00012;V;00003;V;00021;V;00031;V;00016;V;00009;V;00014;V;00016;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V
28;079;4;7;28079004_7_8;2020;07;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00009;V;00017;V;00032;V;00020;V;00024;V;00020;V;00013;V;00011;V;00016;V;00008;V;00013;V;00013;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;07;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00006;V;00032;V;00032;V;00022;V;00019;V;00018;V;00019;V;00013;V;00007;V;00004;V;00018;V;00006;V;00004;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;08;00001;V;00001;V;00005;V;00004;V;00002;V;00001;V;00003;V;00037;V;00059;V;00018;V;00010;V;00021;V;00027;V;00016;V;00013;V;00027;V;00019;V;00016;V;00010;V;00008;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;09;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00024;V;00009;V;00013;V;00011;V;00023;V;00019;V;00006;V;00013;V;00005;V;00008;V;00007;V;00012;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;10;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00031;V;00015;V;00022;V;00016;V;00018;V;00015;V;00009;V;00003;V;00008;V;00007;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;11;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00017;V;00011;V;00010;V;00020;V;00013;V;00014;V;00007;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;12;00002;V;00002;V;00002;V;00001;V;00002;V;00001;V;00001;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;13;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00013;V;00011;V;00007;V;00010;V;00011;V;00008;V;00007;V;00016;V;00007;V;00014;V;00017;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;14;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00017;V;00027;V;00013;V;00023;V;00018;V;00020;V;00028;V;00011;V;00027;V;00033;V;00028;V;00020;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;15;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00002;V;00016;V;00041;V;00021;V;00030;V;00027;V;00021;V;00015;V;00005;V;00018;V;00012;V;00006;V;00018;V;00004;V;00001;V;00001;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2020;07;16;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00068;V;00015;V;00009;V;00009;V;00010;V;00012;V;00010;V;00004;V;00006;V;00007;V;00005;V;00014;V;00005;V;00002;V;00002;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2020;07;17;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00008;V;00023;V;00017;V;00027;V;00025;V;00013;V;00002;V;00010;V;00020;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00024;V;00010;V;00009;V;00004;V;00010;V;00006;V;00009;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;19;00008;V;00011;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;20;00001;V;00004;V;00005;V;00001;V;00001;V;00002;V;00003;V;00024;V;00069;V;00061;V;00021;V;00017;V;00008;V;00025;V;00007;V;00010;V;00008;V;00004;V;00008;V;00002;V;00002;V;00001;V;00018;V;00004;V
28;079;4;7;28079004_7_8;2020;07;21;00026;V;00012;V;00002;V;00002;V;00002;V;00002;V;00003;V;00047;V;00025;V;00018;V;00012;V;00015;V;00011;V;00006;V;00010;V;00006;V;00007;V;00015;V;00005;V;00002;V;00002;V;00001;V;00002;V;00002;V
28;079;4;7;28079004_7_8;2020;07;22;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00015;V;00025;V;00033;V;00011;V;00016;V;00011;V;00007;V;00003;V;00007;V;00004;V;00003;V;00007;V;00005;V;00001;V;00001;V;00001;V;00002;V
28;079;4;7;28079004_7_8;2020;07;23;00002;V;00001;V;00001;V;00002;V;00004;V;00008;V;00018;V;00039;V;00050;V;00034;V;00014;V;00017;V;00009;V;00006;V;00004;V;00005;V;00005;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;24;00001;V;00002;V;00001;V;00002;V;00002;V;00002;V;00005;V;00020;V;00042;V;00038;V;00027;V;00007;V;00006;V;00013;V;00002;V;00013;V;00006;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V
28;079;4;7;28079004_7_8;2020;07;25;00002;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00004;V;00007;V;00004;V;00004;V;00004;V;00003;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;26;00001;V;00001;V;00003;V;00002;V;00001;V;00002;V;00005;V;00007;V;00007;V;00005;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2020;07;27;00020;V;00009;V;00002;V;00002;V;00002;V;00002;V;00007;V;00039;V;00058;V;00034;V;00015;V;00018;V;00189;N;00005;V;00002;V;00005;V;00006;V;00008;V;00004;V;00002;V;00002;V;00001;V;00001;V;00001;V
